timestamp,open,high,low,close,volume
2018-02-07,67.4000,68.8000,56.8000,57.0500,3986774
2018-02-02,70.9500,71.4200,67.1000,68.0000,2588336
2018-01-26,70.7500,71.2500,69.5000,70.8500,1777162
2018-01-19,65.5500,71.0000,65.2000,70.7500,3279043
2018-01-12,59.4000,65.5500,58.8500,65.4000,2770562
2018-01-05,58.8000,61.9500,58.3001,59.5500,1800385
2017-12-29,57.0500,59.7000,56.7000,58.7500,1337196
2017-12-22,57.5000,61.3500,56.8250,57.3000,3201652
2017-12-15,52.3000,55.6500,51.9500,55.3500,3473811
2017-12-08,51.3000,52.3000,50.2500,52.1000,1559339
2017-12-01,50.6000,51.8000,49.6000,51.1000,1944574
2017-11-24,51.6500,51.7000,48.9500,50.3000,1299041
2017-11-17,49.6000,51.9000,48.9000,51.6000,1781545
2017-11-10,45.0000,50.3500,44.6000,49.9000,3783128
2017-11-03,46.9000,47.8000,44.2000,44.9500,2555860
2017-10-27,49.2500,50.6500,45.3500,47.1000,3175466
2017-10-20,50.7000,51.0000,48.7000,49.3000,1374360
2017-10-13,49.8000,53.6500,49.8000,50.7500,2546613
2017-10-06,47.8000,50.6500,47.3000,49.7000,1655412
2017-09-29,48.0500,48.7000,46.2000,47.6000,2001289
2017-09-22,47.3000,48.3000,46.2500,48.1000,1490149
2017-09-15,47.7500,47.8500,46.1000,47.2000,1664719
2017-09-08,48.1500,48.2500,46.2300,47.3000,913417
2017-09-01,47.6500,48.4500,47.2500,48.3000,1099448
2017-08-25,45.4000,47.9800,45.1000,47.5000,1587821
2017-08-18,46.3500,46.8000,44.1000,45.5000,1144896
2017-08-11,46.5000,47.8500,45.1500,46.1000,1424999
2017-08-04,50.0500,50.2500,46.2000,46.4500,2089213
2017-07-28,44.1500,51.9000,43.6500,50.1500,4067510
2017-07-21,43.9000,44.6800,43.1000,44.1000,1355528
2017-07-14,44.1500,44.8500,43.4500,43.7500,1378822
2017-07-07,43.3000,44.8500,42.6500,44.4500,1433844
2017-06-30,44.1000,44.7000,42.9500,43.1000,1146290
2017-06-23,43.6500,44.8200,42.6000,43.9500,1262888
2017-06-16,45.1000,45.9000,43.0900,43.3500,3184749
2017-06-09,43.2500,46.3500,43.2500,45.2000,2711639
2017-06-02,42.4000,43.3500,41.5000,43.3500,1288875
2017-05-26,43.0500,43.7000,42.3500,42.5000,1488765
2017-05-19,44.8500,45.3000,41.8500,43.0500,2727979
2017-05-12,45.2500,46.2500,43.7500,44.6000,2398312
2017-05-05,47.2000,47.7000,45.2000,45.3500,2799192
2017-04-28,51.5500,53.1000,44.7500,47.1500,5066180
2017-04-21,49.4000,52.0000,48.8000,50.6000,1844173
2017-04-13,49.1000,50.5000,48.5000,49.3500,1572515
2017-04-07,49.5500,49.7500,47.2600,49.1000,2229737
2017-03-31,50.5000,50.5500,48.5000,49.5500,2923709
2017-03-24,54.0500,54.4500,50.6500,51.4500,1164562
2017-03-17,53.3000,54.5000,52.5000,54.1500,1459049
2017-03-10,54.1000,54.1500,52.6500,53.3500,928679
2017-03-03,56.0000,56.0000,54.1500,54.5500,1675836
2017-02-24,56.3500,57.1000,54.5000,55.9000,1269147
2017-02-17,54.5000,56.6500,53.7500,56.2000,1454753
2017-02-10,56.8500,58.2900,50.4500,54.3500,3231954
2017-02-03,56.7500,57.9000,55.7000,57.0000,1027235
2017-01-27,54.8500,58.5000,53.8000,57.0000,1081504
2017-01-20,54.7500,55.8000,54.4500,54.7000,1007393
2017-01-13,56.6000,57.9500,54.6000,55.2500,1292478
2017-01-06,54.6500,57.5000,54.3500,56.6000,1126625
2016-12-30,54.4500,55.0000,53.7000,54.3500,462627
2016-12-23,55.5500,55.7500,53.9000,54.5500,957725
2016-12-16,58.5000,59.9250,55.5250,55.6000,1984829
2016-12-09,53.4500,58.7000,52.7500,58.6000,1582326
2016-12-02,52.2500,54.1500,52.0500,53.2500,2383223
2016-11-25,51.4500,52.6500,50.8500,52.4500,966481
2016-11-18,51.8000,52.8500,50.6000,51.3500,1654184
2016-11-11,49.4500,51.9250,48.9750,51.7500,1472976
2016-11-04,50.0000,50.6250,49.2500,49.4500,1962428
2016-10-28,53.5500,54.9500,48.3500,50.1000,2995316
2016-10-21,51.7500,53.8000,51.5000,53.4000,1378181
2016-10-14,55.3900,55.9300,51.7000,51.7800,1766207
2016-10-07,59.6300,60.2500,54.5000,55.2300,2490649
2016-09-30,59.4600,60.7100,58.8310,60.4900,1150184
2016-09-23,57.8400,60.8200,57.8400,59.5100,1237940
2016-09-16,56.9800,58.0900,56.2000,57.6100,1468887
2016-09-09,57.4800,58.0400,56.9310,57.0600,1009932
2016-09-02,57.0500,57.5850,56.2400,57.5100,1280751
2016-08-26,55.9000,57.8899,55.8000,57.0650,1351207
2016-08-19,54.7400,56.3050,54.5000,56.0700,1580502
2016-08-12,52.7900,55.5800,52.3400,54.7700,1924775
2016-08-05,51.5800,53.2500,51.0000,52.9600,1629537
2016-07-29,49.0100,52.5300,48.1500,51.4300,2863350
2016-07-22,49.7500,50.2700,48.8500,49.1850,1447709
2016-07-15,49.5400,49.9800,49.0310,49.5000,1130526
2016-07-08,47.7000,49.2100,46.9387,49.0700,1002796
2016-07-01,45.9000,47.9800,44.7100,47.8900,2055255
2016-06-24,47.2100,48.8000,46.0800,46.3200,2085802
2016-06-17,46.0200,47.0000,45.3700,46.6900,956310
2016-06-10,45.7500,47.2400,45.2900,46.2600,1198726
2016-06-03,44.7700,45.7600,44.1300,45.5100,1098658
2016-05-27,42.4400,44.6200,42.4400,44.5800,1081099
2016-05-20,42.2400,43.2500,41.2900,42.5500,1675727
2016-05-13,41.1900,42.7500,41.1800,42.0100,1279871
2016-05-06,42.4600,42.8999,40.2000,41.1800,1253533
2016-04-29,39.4300,45.6400,39.0200,42.4000,2203519
2016-04-22,38.8500,39.6600,38.4000,39.4000,770249
2016-04-15,39.3000,39.7500,38.2500,38.9300,797321
2016-04-08,40.6700,40.7700,38.9850,39.0300,750358
2016-04-01,39.7400,40.9800,39.1400,40.5100,1072639
2016-03-24,39.9500,40.2900,38.8500,39.5300,561584
2016-03-18,40.2100,40.6300,39.0200,39.9900,1430412
2016-03-11,40.3900,40.7800,39.0000,40.2100,1254274
2016-03-04,39.2500,40.9800,39.0733,40.7000,1263945
2016-02-26,40.2300,40.7050,38.1200,39.2000,1559305
2016-02-19,36.5200,40.4300,36.4200,39.8800,1858085
2016-02-12,34.7500,36.7900,34.0700,36.3000,1904910
2016-02-05,36.9600,39.5000,33.3900,35.1600,2798721
2016-01-29,37.2000,37.6450,36.3400,37.3700,1414776
2016-01-22,36.6000,37.6899,35.0100,37.2700,1329311
2016-01-15,37.3600,38.4100,35.8400,36.3700,1772421
2016-01-08,41.1600,41.3000,36.9800,37.0800,2334191
2015-12-31,42.9700,43.3600,41.8000,41.9100,795338
2015-12-24,43.0400,43.6100,42.2601,43.0300,757454
2015-12-18,43.5400,44.5988,42.2500,42.7400,2584528
2015-12-11,45.4000,45.7600,43.2900,43.6500,1507690
2015-12-04,44.1000,45.5700,44.0200,45.5000,1964648
2015-11-27,43.0200,44.4200,41.3950,43.9900,2742220
2015-11-20,42.9300,44.3500,42.7350,43.2300,1601123
2015-11-13,44.3000,44.6800,42.4000,43.0400,1481941
2015-11-06,41.3100,44.7300,41.0000,44.4800,2820765
2015-10-30,40.2500,42.2600,39.2500,41.4000,4882247
2015-10-23,32.2200,42.7600,31.9400,41.8500,5019449
2015-10-16,32.2700,32.6200,31.6500,32.3000,1157842
2015-10-09,29.6300,32.3500,28.6920,32.3200,1982783
2015-10-02,29.1400,29.6400,28.5201,29.2500,1954716
2015-09-25,29.9000,29.9700,28.8100,29.2900,1105853
2015-09-18,29.2000,30.2200,28.9700,29.7200,1575157
2015-09-11,29.1600,29.7100,28.8600,29.0300,1570106
2015-09-04,30.0200,30.4600,28.7403,28.8000,2043029
2015-08-28,28.6600,30.2400,28.1200,30.1000,2811440
2015-08-21,32.5000,33.2700,29.7700,29.9400,2556867
2015-08-14,33.0400,33.4000,31.9700,32.6500,1724652
2015-08-07,33.4700,33.7400,32.6800,32.9700,1464825
2015-07-31,33.7000,33.7600,32.4250,33.4900,2775363
2015-07-24,29.6200,34.9600,28.6900,33.8000,2467932
2015-07-17,28.9500,29.7200,28.8000,29.5300,1563298
2015-07-10,29.7900,29.8600,28.3100,28.8200,1318752
2015-07-02,30.6100,30.6100,29.9600,30.0900,1375268
2015-06-26,31.3000,31.4800,30.2800,30.8100,1657378
2015-06-19,30.9100,31.3900,30.6000,31.1500,1279735
2015-06-12,31.2000,31.5500,30.5200,31.0500,1174826
2015-06-05,31.1900,31.6100,30.6600,31.2800,1285389
2015-05-29,30.3700,31.8100,30.2500,30.9900,1547423
2015-05-22,30.8700,31.5200,30.5800,30.6000,1258886
2015-05-15,30.6700,31.3460,30.6100,31.0300,1420236
2015-05-08,30.3000,30.9800,29.9600,30.7200,1573605
2015-05-01,30.0700,30.8200,29.2000,30.2500,2221093
2015-04-24,32.1400,34.2500,29.9300,30.0000,2442009
2015-04-17,32.8700,33.2400,31.9700,31.9900,1008790
2015-04-10,32.5700,32.9300,32.0050,32.9200,977643
2015-04-02,32.4300,33.1100,30.0100,32.9600,806118
2015-03-27,32.8700,32.9800,31.6000,32.2400,1155876
2015-03-20,32.9000,33.3000,32.5100,33.0100,1653698
2015-03-13,32.2900,33.1800,32.1800,32.6900,1556473
2015-03-06,32.1900,32.6700,31.4400,31.5100,1296187
2015-02-27,32.2200,32.5200,31.8600,32.2400,1443353
2015-02-20,31.5200,32.3100,31.5200,32.2200,947079
