timestamp,open,high,low,close,volume
2018-02-08,69.1700,70.6500,65.5700,66.5000,8585295
2018-02-02,73.4300,75.0200,70.0300,70.1100,9318921
2018-01-26,71.1300,74.4300,69.3900,74.0900,11266335
2018-01-19,70.5400,71.6400,67.9400,71.1300,7069378
2018-01-12,66.5600,71.0500,66.5000,70.2600,10197405
2018-01-05,65.1700,67.2900,64.4500,66.7000,7765823
2017-12-29,64.7500,65.7700,63.8300,64.6400,3307852
2017-12-22,58.4000,65.3500,57.8600,64.3200,7647844
2017-12-15,58.2700,59.4800,56.7200,57.7800,8984469
2017-12-08,59.5600,60.0300,54.0000,58.0100,7173016
2017-12-01,55.7300,60.0700,55.0400,59.5600,8264415
2017-11-24,55.3700,57.2200,54.9800,56.0200,3380622
2017-11-17,57.9500,58.0400,52.5300,55.6800,9488077
2017-11-10,55.5400,59.6000,55.4100,58.1500,9766459
2017-11-03,52.8000,55.5700,52.7100,54.9100,7210416
2017-10-27,52.1100,53.3500,51.0100,52.6100,7097656
2017-10-20,52.6800,52.8900,50.6400,52.0000,5472687
2017-10-13,51.8200,53.6400,50.3000,52.2000,6142697
2017-10-06,51.2600,52.4000,49.6900,51.5300,8209343
2017-09-29,51.6000,53.7400,51.4600,52.1100,7796937
2017-09-22,49.9500,51.3500,48.8800,51.0100,6577053
2017-09-15,45.7100,50.2200,45.3000,50.1900,10838155
2017-09-08,43.4600,46.6100,43.2200,45.4800,8325066
2017-09-01,44.7200,44.9600,42.1600,43.0200,9611488
2017-08-25,43.5700,45.1800,43.0700,44.7800,8135157
2017-08-18,46.2000,46.8900,43.0000,43.7000,8987343
2017-08-11,49.0500,49.2300,46.0000,46.1800,10272507
2017-08-04,51.6000,51.7300,48.1900,49.3400,12711398
2017-07-28,54.3400,56.9200,51.0500,51.8200,15490473
2017-07-21,55.1900,58.6400,54.0300,54.1300,10413383
2017-07-14,52.6500,55.5300,52.2300,55.3500,10056170
2017-07-07,54.5500,56.0800,51.9100,52.8800,7338730
2017-06-30,53.0600,55.3200,52.0700,54.3400,9693758
2017-06-23,54.9800,55.0800,50.5600,52.7400,11538683
2017-06-16,53.2700,56.2800,52.8400,55.0000,12386672
2017-06-09,52.7800,54.1200,49.4600,53.2700,12038358
2017-06-02,53.4800,54.6700,51.6700,53.1100,8532712
